hhid,household_serial_no,taz,mgra,hinccat1,hinc,hworkers,veh,persons,hht,bldgsz,unittype,version,poverty
844793,0,1806,5143,4,106192,3,2,6,1,8,0,0,3.020255973
844794,0,1806,5143,4,106192,3,2,6,1,8,0,0,3.020255973
844795,0,1806,5143,4,106192,3,2,6,1,8,0,0,3.020255973
844796,0,1806,5143,4,106192,3,2,6,1,8,0,0,3.020255973
844797,0,1806,5143,4,100161,2,1,2,3,8,0,0,5.809802784
844798,0,1806,5143,3,86160,0,1,1,4,7,0,0,6.752351097
844799,0,1806,5143,1,19278,0,0,1,4,9,0,0,1.510838558
844800,0,1806,5143,4,101238,0,1,1,4,5,0,0,7.934012539
844801,0,1806,5143,5,202476,2,2,2,1,9,0,0,11.74454756
844802,0,1806,5143,1,27140,0,1,1,6,9,0,0,2.126990596
844803,0,1806,5143,5,161550,0,2,1,4,9,0,0,12.66065831
844804,0,1806,5143,3,81852,0,1,1,4,5,0,0,6.414733542
844805,0,1806,5143,4,119223,0,1,1,6,2,0,0,9.343565831
844806,0,1806,5143,2,44157,2,1,2,1,8,0,0,2.561310905
844807,0,1806,5143,1,14001,0,0,1,6,9,0,0,1.097257053
844808,0,1806,5143,4,129240,0,1,1,6,9,0,0,10.12852665
844809,0,1806,5143,3,71082,0,1,1,4,9,0,0,5.570689655
844810,0,1806,5143,1,14001,0,0,1,6,9,0,0,1.097257053
844811,0,1806,5143,1,14001,0,0,1,6,9,0,0,1.097257053
844812,0,1806,5143,4,127086,2,2,2,1,3,0,0,7.371577726
844813,0,1806,5143,5,161873,0,0,1,4,9,0,0,12.68597962
844814,0,1806,5143,2,58427,2,2,2,1,9,0,0,3.389051624
844815,0,1806,5143,2,48249,0,1,1,6,9,0,0,3.781316614
844816,0,1806,5143,2,51157,0,1,1,4,9,0,0,4.009208464
844817,0,1806,5143,3,86160,0,1,1,6,9,0,0,6.752351097
844818,0,1806,5143,2,30156,0,0,1,4,9,0,0,2.363322884
844819,0,1806,5143,1,3231,0,2,2,2,6,0,0,0.187412993
844820,0,1806,5143,1,0,0,0,1,6,9,0,0,0
844821,0,1806,5143,4,137856,0,1,1,6,6,0,0,10.80376176
844822,0,1806,5143,1,23801,0,0,1,4,9,0,0,1.865336991
844823,0,1806,5143,4,146364,2,2,2,1,3,0,0,8.489808585
844824,0,1806,5143,4,134194,0,0,1,6,9,0,0,10.51678683
844825,0,1806,5143,5,344640,2,2,2,1,2,0,0,19.99071926
844826,0,1806,5143,2,58158,0,1,1,6,6,0,0,4.557836991
844827,0,1806,5143,2,53850,0,1,1,6,7,0,0,4.220219436
844828,0,1806,5143,2,53850,0,1,1,6,7,0,0,4.220219436
844829,0,1806,5143,1,0,0,0,1,4,9,0,0,0
844830,0,1806,5143,4,119116,0,1,1,6,9,0,0,9.335125392
844831,0,1806,5143,3,97468,0,1,1,6,9,0,0,7.638597179
844832,0,1806,5143,1,25094,0,1,1,6,2,0,0,1.966622257
844833,0,1806,5143,5,193860,0,1,1,4,9,0,0,15.19278997
844834,0,1806,5143,5,193860,0,1,1,4,9,0,0,15.19278997
844835,0,1806,5143,1,15939,0,0,1,4,9,0,0,1.249184953
844836,0,1920,5159,5,650508,2,2,2,1,2,0,0,37.7324826
844837,0,1920,5159,5,273838,2,2,2,1,2,0,0,15.88387587
844838,0,1920,5159,5,198168,2,3,3,2,2,0,0,9.123756906
844839,0,1740,5192,5,174904,0,1,1,4,8,0,0,13.70727273
844840,0,1740,5192,5,220785,2,2,2,1,9,0,0,12.80655452
844841,0,1740,5192,3,70005,0,1,1,4,7,0,0,5.486285266
844842,0,1740,5192,5,248787,3,5,3,1,9,0,0,11.45428177
844843,0,1740,5192,5,369411,0,0,1,4,9,0,0,28.95070533
844844,0,1740,5192,5,369411,0,0,1,4,9,0,0,28.95070533
844845,0,1740,5192,3,63543,2,2,2,1,9,0,0,3.685788863
844846,0,1740,5192,5,310283,2,2,2,1,2,0,0,17.99789443
844847,0,1740,5192,3,77544,0,2,1,4,2,0,0,6.077115987
844848,0,1740,5192,2,49326,0,1,1,6,9,0,0,3.865721003
844849,0,1740,5192,5,187398,0,1,1,6,8,0,0,14.68636364
844850,0,1740,5192,5,204630,0,2,2,5,3,0,0,11.86948956
844851,0,1740,5192,4,126655,0,1,2,1,2,0,0,7.346589327
844852,0,1740,5192,2,32310,0,1,1,6,7,0,0,2.532131661
844853,0,1740,5192,5,312114,2,3,2,1,2,0,0,18.10409513
844854,0,1740,5192,5,312114,2,3,2,1,2,0,0,18.10409513
844855,0,1740,5192,1,12924,0,1,1,6,2,0,0,1.012852665
844856,0,1740,5192,5,161226,0,1,1,6,6,0,0,12.63533699
844857,0,1740,5192,5,273558,2,4,2,1,2,0,0,15.86763341
844858,0,1740,5192,5,273558,2,4,2,1,2,0,0,15.86763341
844859,0,1740,5192,5,273558,2,4,2,1,2,0,0,15.86763341
844860,0,1740,5192,5,266568,0,2,2,5,2,0,0,15.46219664
844861,0,1740,5192,5,170381,2,3,3,3,2,0,0,7.844447514
844862,0,1740,5192,3,65158,0,1,2,7,6,0,0,3.77949536
844863,0,1740,5192,3,83359,0,1,2,1,2,0,0,4.83525522
844864,0,1740,5192,5,327838,0,1,1,4,9,0,0,25.69269592
844865,0,1740,5192,5,216477,2,2,2,1,2,0,0,12.55667053
844866,0,1740,5192,2,30586,0,1,1,6,9,0,0,2.397084639
844867,0,1740,5192,2,30586,0,1,1,6,9,0,0,2.397084639
844868,0,1740,5192,3,70328,0,1,1,6,8,0,0,5.511606583
844869,0,1740,5192,3,80538,0,1,1,6,2,0,0,6.311760188
844870,0,1740,5192,5,619598,0,1,1,4,9,0,0,48.55784483
844871,0,1740,5192,3,91545,0,1,1,4,9,0,0,7.174373041
844872,0,1740,5192,5,202476,0,3,3,7,2,0,0,9.322099448
844873,0,1740,5192,3,73236,0,0,2,1,9,0,0,4.248027842
844874,0,1740,5192,5,232632,2,2,2,1,9,0,0,13.4937355
844875,0,1740,5192,5,232632,2,2,2,1,9,0,0,13.4937355
844876,0,1740,5192,4,126547,0,1,1,4,2,0,0,9.917515674
844877,0,1740,5192,2,32310,0,0,1,6,9,0,0,2.532131661
844878,0,1740,5192,2,32310,0,0,1,6,9,0,0,2.532131661
844879,0,1740,5192,2,32310,0,0,1,6,9,0,0,2.532131661
844880,0,1740,5192,5,418953,0,2,1,4,2,0,0,32.83330721
844881,0,1740,5192,2,53850,0,1,1,4,2,0,0,4.220219436
844882,0,1740,5192,4,111900,0,2,3,5,2,0,0,5.151947514
844883,0,1740,5192,5,418199,0,0,1,6,9,0,0,32.77422414
844884,0,1740,5192,3,88637,0,1,1,6,2,0,0,6.946481191
844885,0,1740,5192,1,14948,0,0,1,6,2,0,0,1.171532915
844886,0,1740,5192,2,53128,0,1,1,4,4,0,0,4.163668495
844887,0,1740,5192,5,269250,0,2,2,7,2,0,0,15.61774942
844888,0,1740,5192,2,43080,0,1,1,6,2,0,0,3.376175549
844889,0,1740,5192,1,14647,0,0,1,4,9,0,0,1.147899687
844890,0,1740,5192,1,9046,0,0,1,6,9,0,0,0.708996865
844891,0,1740,5192,4,140763,2,2,2,1,2,0,0,8.164959397
844892,0,1740,5192,3,63327,0,1,1,4,7,0,0,4.962978056
844893,0,1740,5192,5,201399,2,2,2,1,8,0,0,11.68207657
844894,0,1740,5192,5,514806,2,2,2,1,4,0,0,29.86113689
844895,0,1740,5192,1,12924,0,1,1,6,2,0,0,1.012852665
844896,0,1740,5192,2,51049,0,0,1,6,2,0,0,4.000768025
844897,0,1740,5192,5,431553,0,0,1,4,9,0,0,33.82083856
844898,0,1740,5192,5,437262,0,1,1,6,2,0,0,34.26818182
844899,0,1740,5192,5,241463,0,2,1,4,9,0,0,18.92346395
844900,0,1740,5192,2,38987,0,0,1,4,9,0,0,3.055438871
844901,0,1740,5192,5,477111,2,1,2,1,9,0,0,27.67465197
844902,0,1740,5192,5,155109,0,1,1,4,9,0,0,12.15592006
844903,0,1740,5192,3,64620,0,1,1,4,8,0,0,5.064263323
844904,0,1740,5192,3,66558,0,2,1,6,2,0,0,5.216191223
844905,0,1740,5192,5,269250,0,1,1,6,9,0,0,21.10109718
844906,0,1740,5192,2,37910,0,0,1,6,9,0,0,2.971034483
844907,0,1740,5192,4,107796,0,1,1,4,5,0,0,8.448035266
844908,0,1740,5192,5,205707,0,2,3,5,8,0,0,9.470856354
844909,0,1740,5192,5,323100,0,1,1,4,9,0,0,25.32131661
844910,0,1740,5192,5,182013,0,0,1,6,9,0,0,14.26434169
844911,0,1740,5192,5,158319,0,1,1,4,8,0,0,12.40744514
844912,0,1740,5192,5,215400,0,1,1,4,9,0,0,16.88087774
844913,0,1740,5192,5,494450,0,2,1,4,2,0,0,38.75005486
844914,0,1740,5192,5,323100,0,1,1,4,9,0,0,25.32131661
844915,0,1740,5192,5,247710,2,2,2,1,9,0,0,14.36832947
844916,0,1740,5192,2,39849,0,1,1,6,5,0,0,3.122962382
844917,0,1740,5192,2,36618,0,1,1,4,8,0,0,2.869749216
844918,0,1740,5192,5,214323,2,1,2,1,9,0,0,12.43172854
844919,0,1740,5192,5,214323,2,1,2,1,9,0,0,12.43172854
844920,0,1740,5192,5,160365,0,1,1,4,6,0,0,12.56781348
844921,0,1740,5192,5,248948,0,2,2,5,3,0,0,14.44017111
844922,0,1740,5192,3,60710,0,1,1,6,9,0,0,4.757875392
844923,0,1740,5192,3,60710,0,1,1,6,9,0,0,4.757875392
844924,0,1740,5192,5,226277,0,0,1,4,7,0,0,17.73336207
844925,0,1740,5192,4,148626,0,1,1,4,7,0,0,11.64780564
844926,0,1740,5192,5,254172,0,3,3,5,9,0,0,11.70220994
844927,0,1740,5192,3,80775,0,1,1,6,9,0,0,6.330329154
844928,0,1740,5192,2,52019,0,1,2,1,2,0,0,3.017349188
844929,0,1740,5192,2,52019,0,1,2,1,2,0,0,3.017349188
844930,0,1740,5192,2,59235,0,1,1,4,6,0,0,4.642241379
844931,0,1740,5192,3,75390,0,1,1,6,8,0,0,5.90830721
844932,0,1740,5192,5,269250,0,1,1,4,9,0,0,21.10109718
844933,0,1740,5192,3,84436,0,1,1,4,6,0,0,6.617304075
844934,0,1740,5192,3,63758,0,1,1,6,6,0,0,4.996739812
844935,0,1740,5192,3,63758,0,1,1,6,6,0,0,4.996739812
844936,0,1740,5192,5,226266,0,2,1,4,8,0,0,17.73251803
844937,0,1740,5192,1,3123,0,0,1,6,7,0,0,0.244772727
844938,0,1740,5192,5,215400,0,1,1,6,9,0,0,16.88087774
844939,0,1740,5192,4,130640,2,2,2,1,9,0,0,7.577732019
844940,0,1740,5192,3,76790,0,1,1,4,8,0,0,6.018032915
844941,0,1740,5192,4,100161,2,1,2,3,8,0,0,5.809802784
844942,0,1740,5192,4,100161,2,1,2,3,8,0,0,5.809802784
844943,0,1740,5192,4,115562,0,0,1,6,3,0,0,9.056590909
844944,0,1740,5192,3,61389,0,1,1,4,9,0,0,4.811050157
844945,0,1740,5192,4,149638,2,3,2,1,7,0,0,8.679720418
844946,0,1740,5192,4,134625,0,1,1,6,8,0,0,10.55054859
844947,0,1740,5192,5,202476,2,2,2,1,9,0,0,11.74454756
844948,0,1740,5192,3,68389,0,1,1,4,2,0,0,5.359678683
844949,0,1740,5192,5,214323,0,1,1,4,7,0,0,16.79647335
844950,0,1740,5192,5,278404,0,2,2,7,9,0,0,16.1487529
844951,0,1740,5192,5,355410,2,1,2,1,3,0,0,20.61542923
844952,0,1740,5192,5,161550,0,2,1,4,9,0,0,12.66065831
844953,0,1740,5192,5,328915,2,2,2,1,9,0,0,19.07864269
844954,0,1740,5192,5,235863,0,2,2,7,4,0,0,13.68114849
844955,0,1740,5192,5,151103,0,1,2,1,6,0,0,8.764680974
844956,0,1740,5192,5,151103,0,1,2,1,6,0,0,8.764680974
844957,0,1740,5192,5,161119,2,0,2,1,8,0,0,9.345661253
844958,0,1740,5192,3,90791,0,0,1,6,8,0,0,7.115289969
844959,0,1740,5192,5,269250,0,1,1,4,9,0,0,21.10109718
844960,0,1740,5192,5,215938,0,1,1,4,9,0,0,16.92307994
844961,0,1740,5192,1,14001,0,0,1,6,9,0,0,1.097257053
844962,0,1740,5192,1,14001,0,0,1,6,9,0,0,1.097257053
844963,0,1740,5192,3,71297,0,2,2,1,2,0,0,4.135580046
844964,0,1740,5192,5,200322,0,1,1,4,2,0,0,15.6992163
844965,0,1740,5192,5,205330,0,2,3,5,8,0,0,9.453501381
844966,0,1740,5192,5,353256,0,2,2,7,2,0,0,20.49048724
844967,0,1740,5192,3,71082,0,1,1,4,7,0,0,5.570689655
844968,0,1740,5192,1,11093,0,0,1,6,9,0,0,0.869365204
844969,0,1740,5192,3,75390,0,1,1,6,5,0,0,5.90830721
844970,0,1740,5192,1,23801,0,0,1,4,9,0,0,1.865336991
844971,0,1740,5192,5,344640,2,2,2,1,2,0,0,19.99071926
844972,0,1740,5192,5,173073,0,2,2,1,2,0,0,10.03908933
844973,0,1740,5192,2,40710,0,1,1,6,9,0,0,3.190485893
844974,0,1740,5192,5,326223,2,2,2,1,2,0,0,18.9224652
844975,0,1740,5192,5,326223,2,2,2,1,2,0,0,18.9224652
844976,0,1740,5192,1,23909,0,0,1,6,2,0,0,1.873777429
844977,0,1740,5192,3,89391,0,0,1,6,9,0,0,7.005564263
844978,0,1740,5192,5,492189,0,1,1,4,8,0,0,38.57280564
844979,0,1740,5192,5,241248,2,3,3,1,2,0,0,11.10718232
844980,0,1740,5192,5,241248,2,3,3,1,2,0,0,11.10718232
844981,0,1740,5192,5,241248,2,3,3,1,2,0,0,11.10718232
844982,0,1740,5192,3,97468,0,1,1,6,9,0,0,7.638597179
844983,0,1740,5192,1,12170,0,0,1,6,9,0,0,0.953769592
844984,0,1740,5192,5,511251,0,1,1,6,2,0,0,40.06676332
844985,0,1740,5192,5,193860,0,1,1,4,9,0,0,15.19278997
844986,0,1740,5192,5,205922,0,1,1,4,6,0,0,16.13811912
845010,0,1628,5237,2,48465,0,1,1,4,8,0,0,3.798197492
845011,0,1628,5237,3,75390,0,2,2,7,8,0,0,4.372969838
845012,0,1628,5237,3,75390,0,2,2,7,8,0,0,4.372969838
845013,0,1628,5237,3,75390,0,2,2,7,8,0,0,4.372969838
845014,0,1628,5237,5,161550,0,3,3,7,5,0,0,7.437845304
845015,0,1628,5237,5,161550,0,3,3,7,5,0,0,7.437845304
845016,0,1628,5237,5,161550,0,3,3,7,5,0,0,7.437845304
845017,0,1628,5237,5,161550,0,3,3,7,5,0,0,7.437845304
845018,0,1628,5237,5,161550,0,3,3,7,5,0,0,7.437845304
845019,0,1628,5237,2,43080,1,2,2,1,2,0,0,2.498839907
845020,0,1628,5237,2,43080,1,2,2,1,2,0,0,2.498839907
845021,0,1628,5237,2,43080,1,2,2,1,2,0,0,2.498839907
845022,0,1628,5237,2,43080,1,2,2,1,2,0,0,2.498839907
845023,0,1628,5237,2,43080,1,2,2,1,2,0,0,2.498839907
845024,0,1628,5237,2,43080,1,2,2,1,2,0,0,2.498839907
845025,0,1628,5237,2,43080,1,2,2,1,2,0,0,2.498839907
845026,0,1628,5237,2,43080,1,2,2,1,2,0,0,2.498839907
845027,0,1628,5237,2,43080,1,2,2,1,2,0,0,2.498839907
845028,0,1628,5237,5,177758,0,1,1,4,3,0,0,13.93094436
845029,0,1628,5237,3,64835,0,1,1,6,9,0,0,5.081144201
845030,0,1628,5237,5,165858,0,2,1,4,8,0,0,12.99827586
845031,0,1628,5237,5,165858,0,2,1,4,8,0,0,12.99827586
845032,0,1628,5237,5,165858,0,2,1,4,8,0,0,12.99827586
845033,0,1628,5237,5,165858,0,2,1,4,8,0,0,12.99827586
845034,0,1628,5237,2,36402,0,0,1,6,3,0,0,2.852868339
845035,0,1628,5237,1,23694,1,2,2,3,6,0,0,1.374361949
845036,0,1628,5237,1,23694,1,2,2,3,6,0,0,1.374361949
845037,0,1628,5237,1,23694,1,2,2,3,6,0,0,1.374361949
845038,0,1628,5237,1,23694,1,2,2,3,6,0,0,1.374361949
845039,0,1628,5237,1,26925,1,1,2,2,6,0,0,1.561774942
845040,0,1628,5237,1,26925,1,1,2,2,6,0,0,1.561774942
845041,0,1628,5237,1,12924,0,1,1,4,9,0,0,1.012852665
845042,0,1628,5237,1,12924,0,1,1,4,9,0,0,1.012852665
845043,0,1628,5237,1,12924,0,1,1,4,9,0,0,1.012852665
845044,0,1628,5237,1,12924,0,1,1,4,9,0,0,1.012852665
845045,0,1628,5237,4,111900,0,2,3,5,2,0,0,5.151947514
845046,0,1628,5237,4,111900,0,2,3,5,2,0,0,5.151947514
845047,0,1628,5237,4,111900,0,2,3,5,2,0,0,5.151947514
845048,0,1628,5237,4,124932,2,1,3,1,9,0,0,5.751933702
845049,0,1628,5237,4,124932,2,1,3,1,9,0,0,5.751933702
845050,0,1628,5237,4,124932,2,1,3,1,9,0,0,5.751933702
845051,0,1628,5237,4,124932,2,1,3,1,9,0,0,5.751933702
845052,0,1628,5237,4,124932,2,1,3,1,9,0,0,5.751933702
845053,0,1628,5237,5,395689,0,1,1,6,4,0,0,31.01017241
845054,0,1628,5237,5,392028,0,3,1,4,2,0,0,30.72319749
845055,0,1628,5237,5,392028,0,3,1,4,2,0,0,30.72319749
845056,0,1628,5237,5,392028,0,3,1,4,2,0,0,30.72319749
845057,0,1628,5237,5,392028,0,3,1,4,2,0,0,30.72319749
845058,0,1628,5237,5,392028,0,3,1,4,2,0,0,30.72319749
845059,0,1628,5237,5,431553,0,0,1,4,9,0,0,33.82083856
845060,0,1628,5237,2,38987,0,0,1,4,9,0,0,3.055438871
845061,0,1628,5237,2,50834,0,2,2,7,7,0,0,2.94863109
845062,0,1628,5237,3,61819,0,2,2,7,9,0,0,3.585835267
845063,0,1628,5237,3,61819,0,2,2,7,9,0,0,3.585835267
845064,0,1628,5237,3,86160,0,2,2,7,9,0,0,4.997679814
845065,0,1628,5237,5,180936,2,2,2,1,6,0,0,10.49512761
845066,0,1628,5237,1,0,0,1,1,6,9,0,0,0
845067,0,1628,5237,5,215400,1,1,4,2,2,0,0,8.221374046
845068,0,1628,5237,5,215400,1,1,4,2,2,0,0,8.221374046
845069,0,1628,5237,5,215400,1,1,4,2,2,0,0,8.221374046
845070,0,1628,5237,5,283251,0,2,2,7,7,0,0,16.42987239
845071,0,1628,5237,5,494450,0,2,1,4,2,0,0,38.75005486
845072,0,1628,5237,5,494450,0,2,1,4,2,0,0,38.75005486
845073,0,1628,5237,5,308022,0,2,2,5,8,0,0,17.86670534
845074,0,1628,5237,5,308022,0,2,2,5,8,0,0,17.86670534
845075,0,1628,5237,4,100161,1,2,2,3,7,0,0,5.809802784
845076,0,1628,5237,4,100161,1,2,2,3,7,0,0,5.809802784
845077,0,1628,5237,4,100161,1,2,2,3,7,0,0,5.809802784
845078,0,1628,5237,5,226277,0,0,1,4,7,0,0,17.73336207
845079,0,1628,5237,5,226277,0,0,1,4,7,0,0,17.73336207
845080,0,1628,5237,5,226277,0,0,1,4,7,0,0,17.73336207
845081,0,1628,5237,3,73236,0,1,1,4,5,0,0,5.739498433
845082,0,1628,5237,5,510390,2,3,5,1,2,0,0,16.63592894
845083,0,1628,5237,5,510390,2,3,5,1,2,0,0,16.63592894
845084,0,1628,5237,5,510390,2,3,5,1,2,0,0,16.63592894
845085,0,1628,5237,5,510390,2,3,5,1,2,0,0,16.63592894
845086,0,1628,5237,5,232632,0,3,2,5,3,0,0,13.4937355
845087,0,1628,5237,3,80775,2,2,2,2,6,0,0,4.685324826
845088,0,1628,5237,5,168012,0,1,2,5,8,0,0,9.745475638
845089,0,1628,5237,5,183090,0,1,1,4,7,0,0,14.34874608
845090,0,1628,5237,5,379750,0,1,1,6,2,0,0,29.76098746
845091,0,1628,5237,3,65912,2,2,2,3,4,0,0,3.823225058
845092,0,1628,5237,3,65912,2,2,2,3,4,0,0,3.823225058
845093,0,1628,5237,3,65912,2,2,2,3,4,0,0,3.823225058
845094,0,1628,5237,3,65912,2,2,2,3,4,0,0,3.823225058
845095,0,1628,5237,3,65912,2,2,2,3,4,0,0,3.823225058
845096,0,1628,5237,3,65912,2,2,2,3,4,0,0,3.823225058
845097,0,1628,5237,3,65912,2,2,2,3,4,0,0,3.823225058
845098,0,1628,5237,3,65912,2,2,2,3,4,0,0,3.823225058
845099,0,1628,5237,3,65912,2,2,2,3,4,0,0,3.823225058
845100,0,1628,5237,3,65912,2,2,2,3,4,0,0,3.823225058
845101,0,1628,5237,4,133655,1,2,4,1,2,0,0,5.101362595
845102,0,1628,5237,4,133655,1,2,4,1,2,0,0,5.101362595
845103,0,1628,5237,4,133655,1,2,4,1,2,0,0,5.101362595
845104,0,1628,5237,4,133655,1,2,4,1,2,0,0,5.101362595
845105,0,1628,5237,3,73042,0,1,2,5,7,0,0,4.236783063
845106,0,1628,5237,5,210015,0,1,2,5,6,0,0,12.18184455
845107,0,1628,5237,5,558101,0,2,2,5,6,0,0,32.372471
845108,0,1628,5237,2,33063,0,0,1,4,9,0,0,2.591214734
845109,0,1628,5237,5,179859,0,1,1,4,9,0,0,14.09553292
845110,0,1628,5237,5,179859,0,1,1,4,9,0,0,14.09553292
845111,0,1628,5237,2,50619,0,2,1,6,9,0,0,3.96700627
845112,0,1628,5237,2,50619,0,2,1,6,9,0,0,3.96700627
845113,0,1628,5237,2,50619,0,2,1,6,9,0,0,3.96700627
845114,0,1628,5237,5,215400,0,3,1,4,9,0,0,16.88087774
845115,0,1628,5237,5,215400,0,3,1,4,9,0,0,16.88087774
845116,0,1628,5237,5,177705,0,1,1,6,8,0,0,13.92672414
845117,0,1628,5237,2,37695,0,1,1,4,6,0,0,2.954153605
845118,0,1628,5237,2,37695,0,1,1,4,6,0,0,2.954153605
845119,0,1628,5237,2,37695,0,1,1,4,6,0,0,2.954153605
845120,0,1628,5237,2,37695,0,1,1,4,6,0,0,2.954153605
845121,0,1628,5237,5,511251,0,1,1,6,2,0,0,40.06676332
845122,0,1628,5237,5,161550,0,1,1,6,9,0,0,12.66065831
845123,0,1628,5237,5,161550,0,1,1,6,9,0,0,12.66065831
845187,0,1648,5245,1,22617,1,3,2,2,2,0,0,1.311890951
845188,0,1648,5245,4,140010,0,1,1,6,9,0,0,10.97257053
845189,0,1648,5245,3,73236,0,1,1,6,9,0,0,5.739498433
845190,0,1648,5245,5,156165,2,2,2,1,2,0,0,9.058294664
845191,0,1648,5245,5,296175,2,2,2,1,9,0,0,17.17952436
845192,0,1648,5245,5,369411,0,0,1,4,9,0,0,28.95070533
845193,0,1648,5245,2,52880,2,2,11,2,4,0,0,0.918705698
845194,0,1648,5245,5,204630,0,2,2,5,3,0,0,11.86948956
845195,0,1648,5245,5,170166,0,1,2,5,6,0,0,9.870417633
845196,0,1648,5245,5,161550,0,3,3,7,5,0,0,7.437845304
845197,0,1648,5245,5,161550,0,3,3,7,5,0,0,7.437845304
845198,0,1648,5245,2,34464,0,1,1,6,8,0,0,2.700940439
845199,0,1648,5245,2,53850,0,1,1,4,7,0,0,4.220219436
845200,0,1648,5245,1,15508,0,0,1,6,9,0,0,1.215423197
845201,0,1648,5245,3,90468,0,1,1,6,7,0,0,7.089968652
845202,0,1648,5245,3,86160,0,1,1,4,9,0,0,6.752351097
845203,0,1648,5245,3,62789,0,0,1,6,9,0,0,4.920775862
845204,0,1648,5245,4,142164,2,2,2,1,7,0,0,8.246171694
845205,0,1648,5245,1,11523,0,0,1,4,8,0,0,0.903126959
845206,0,1648,5245,4,142164,2,2,2,1,4,0,0,8.246171694
845207,0,1648,5245,5,390412,2,2,2,1,9,0,0,22.64573666
845208,0,1648,5245,3,80775,0,1,1,4,6,0,0,6.330329154
845209,0,1648,5245,5,225168,2,2,2,1,9,0,0,13.06081148
845210,0,1648,5245,4,107700,0,1,1,6,9,0,0,8.440438871
845211,0,1648,5245,4,129240,0,2,2,7,8,0,0,7.496519722
845212,0,1648,5245,2,53850,0,1,1,4,5,0,0,4.220219436
845213,0,1648,5245,3,91760,0,1,1,4,9,0,0,7.191253918
845214,0,1648,5245,5,617121,0,2,2,5,9,0,0,35.79588167
845215,0,1648,5245,5,215400,0,2,2,5,9,0,0,12.49419954
845216,0,1648,5245,2,42541,0,1,1,6,2,0,0,3.333973354
845217,0,1648,5245,2,43080,0,1,1,6,2,0,0,3.376175549
845218,0,1648,5245,2,31017,0,2,1,4,2,0,0,2.430846395
845219,0,1648,5245,3,86160,0,1,1,6,8,0,0,6.752351097
845220,0,1648,5245,4,140010,0,2,2,7,2,0,0,8.121229698
845221,0,1648,5245,4,141733,2,2,2,1,9,0,0,8.221183295
845222,0,1648,5245,4,113085,0,1,1,4,8,0,0,8.862460815
845223,0,1648,5245,2,50834,0,2,2,7,7,0,0,2.94863109
845224,0,1648,5245,4,145395,2,2,2,1,2,0,0,8.433584687
845225,0,1648,5245,2,51265,0,1,1,6,7,0,0,4.017648903
845226,0,1648,5245,2,51265,0,1,1,6,7,0,0,4.017648903
845227,0,1648,5245,2,37910,0,0,1,6,9,0,0,2.971034483
845228,0,1648,5245,1,1001,0,0,1,6,9,0,0,0.078496082
845229,0,1648,5245,4,107700,0,2,1,4,2,0,0,8.440438871
845230,0,1648,5245,5,235863,3,4,3,1,2,0,0,10.85925414
845231,0,1648,5245,2,53850,0,1,1,4,3,0,0,4.220219436
845232,0,1648,5245,3,92622,0,1,1,4,7,0,0,7.258777429
845233,0,1648,5245,3,70005,0,1,1,6,7,0,0,5.486285266
845234,0,1648,5245,5,247710,2,2,2,1,9,0,0,14.36832947
845235,0,1648,5245,1,24124,0,0,1,4,9,0,0,1.890658307
845236,0,1648,5245,3,81852,0,2,2,5,9,0,0,4.747795824
845237,0,1648,5245,1,11631,0,0,1,4,9,0,0,0.911567398
845238,0,1648,5245,5,194398,2,2,2,1,5,0,0,11.27601508
845239,0,1648,5245,5,162411,0,2,2,7,5,0,0,9.42062645
845240,0,1648,5245,4,129240,0,1,1,4,6,0,0,10.12852665
845241,0,1648,5245,3,63543,0,1,1,6,5,0,0,4.979858934
845242,0,1648,5245,4,149703,0,2,2,5,7,0,0,8.683468677
845243,0,1648,5245,1,13247,0,0,1,4,9,0,0,1.038173981
845244,0,1648,5245,3,62466,0,1,1,4,9,0,0,4.895454545
845245,0,1648,5245,2,35541,2,1,2,1,9,0,0,2.061542923
845246,0,1648,5245,5,269250,0,1,1,4,9,0,0,21.10109718
845247,0,1648,5245,3,84436,0,1,1,4,6,0,0,6.617304075
845248,0,1648,5245,4,142164,0,2,2,5,2,0,0,8.246171694
845249,0,1648,5245,5,151857,0,1,2,7,9,0,0,8.808410673
845250,0,1648,5245,2,41259,0,1,2,5,9,0,0,2.393263921
845251,0,1648,5245,4,107700,0,1,1,6,6,0,0,8.440438871
845252,0,1648,5245,2,34464,0,1,1,4,1,0,0,2.700940439
845253,0,1648,5245,1,4308,0,1,1,4,2,0,0,0.337617555
845254,0,1648,5245,5,202476,2,2,2,1,9,0,0,11.74454756
845255,0,1648,5245,4,115239,0,2,2,7,7,0,0,6.684396752
845256,0,1648,5245,2,32310,0,1,1,6,7,0,0,2.532131661
845257,0,1648,5245,5,278404,0,2,2,7,9,0,0,16.1487529
845258,0,1648,5245,1,13247,0,0,1,4,9,0,0,1.038173981
845259,0,1648,5245,5,192244,3,4,4,1,2,0,0,7.337576336
845260,0,1648,5245,4,131394,0,1,1,4,9,0,0,10.29733542
845261,0,1648,5245,4,109854,0,5,1,4,3,0,0,8.609247649
845262,0,1648,5245,1,9046,0,1,1,4,7,0,0,0.708996865
845263,0,1648,5245,1,9046,0,1,1,4,7,0,0,0.708996865
845264,0,1648,5245,1,9046,0,1,1,4,7,0,0,0.708996865
845265,0,1648,5245,5,182659,0,2,2,5,9,0,0,10.59508121
